tipo_de_carretera;numeros_de_carriles;curvatura;limite_de_velocidad;iluminacion;clima;seniales_presentes;carretera_publica;momento_del_dia;feriado;temporada_escolar;nro_accidentes_reportados;riesgo_de_accidente
urban;3;0,51;60;poca_luz;neblina;no;si;noche;si;si;1;0,42
urban;2;0,12;25;noche;lluvioso;si;no;noche;si;no;3;0,42
rural;4;0,91;60;noche;neblina;no;si;mañana;si;no;1;0,77
urban;4;0,39;25;luz;lluvioso;si;si;tarde;no;no;3;0,34
rural;4;0,04;25;luz;neblina;si;no;tarde;no;no;0;0,09
urban;3;0,53;60;poca_luz;despejado;no;no;noche;si;no;3;0,47
rural;2;0,84;70;poca_luz;neblina;no;no;mañana;si;no;0;0,53
rural;1;0,59;45;noche;lluvioso;si;si;mañana;si;no;0;0,41
urban;1;0,6;35;noche;neblina;no;no;tarde;no;no;1;0,5
urban;2;0,02;45;poca_luz;despejado;si;si;tarde;no;si;2;0
urban;4;0,97;70;noche;lluvioso;no;si;mañana;si;no;1;0,78
autopista;1;0,41;45;luz;lluvioso;si;no;mañana;no;no;2;0,23
autopista;3;0,14;45;poca_luz;neblina;si;si;tarde;no;si;1;0,08
autopista;4;0,14;70;luz;lluvioso;no;si;noche;si;no;2;0,41
rural;1;0,67;35;noche;despejado;si;si;mañana;si;no;3;0,51
urban;2;0,43;25;noche;despejado;si;si;noche;si;si;2;0,34
rural;1;0,05;25;noche;neblina;si;no;mañana;si;no;0;0,35
autopista;3;0,09;25;luz;lluvioso;si;si;noche;si;no;1;0
urban;2;0,43;35;poca_luz;despejado;no;no;mañana;si;no;0;0,15
rural;1;0,8;70;noche;neblina;no;no;noche;si;no;1;0,7
urban;1;0,14;60;poca_luz;lluvioso;si;no;tarde;si;no;2;0,32
rural;1;0,11;25;poca_luz;neblina;si;si;tarde;si;no;2;0,19
urban;4;0,47;35;poca_luz;lluvioso;si;no;tarde;no;no;1;0,33
autopista;4;0,52;70;noche;lluvioso;si;no;tarde;si;no;0;0,67
autopista;3;0,51;25;luz;lluvioso;si;no;tarde;si;si;5;0,38
urban;1;0,5;25;noche;despejado;si;si;tarde;si;no;0;0,32
rural;3;0,89;25;luz;neblina;si;si;tarde;si;no;1;0,37
autopista;2;0,39;35;poca_luz;neblina;si;no;mañana;no;no;1;0,23
autopista;3;0,03;70;luz;despejado;no;no;mañana;no;no;2;0,2
autopista;4;0,01;60;luz;despejado;no;no;tarde;si;no;1;0,25
urban;1;0,4;35;luz;neblina;si;no;mañana;no;si;1;0,26
urban;4;0,89;70;poca_luz;despejado;si;si;noche;no;no;1;0,44
rural;2;0,71;45;luz;lluvioso;si;no;noche;si;no;2;0,25
rural;4;0,57;70;noche;neblina;no;no;tarde;no;si;2;0,61
rural;1;0,7;35;luz;despejado;si;si;noche;no;no;0;0,15
urban;4;0,17;45;poca_luz;neblina;no;si;noche;no;no;3;0,21
urban;1;0,3;25;luz;neblina;no;si;mañana;si;si;4;0,26
rural;3;0,79;25;luz;lluvioso;si;si;noche;no;si;2;0,5
rural;1;0,01;25;poca_luz;lluvioso;si;no;noche;no;no;3;0,19
urban;3;0,3;25;poca_luz;lluvioso;no;no;mañana;si;no;4;0,2
rural;2;0,95;60;poca_luz;despejado;si;si;noche;no;no;1;0,56
autopista;2;0,61;25;noche;lluvioso;si;si;noche;si;no;1;0,54
urban;4;0,73;70;noche;neblina;si;no;mañana;si;si;0;0,71
rural;2;0,4;25;poca_luz;neblina;si;no;noche;no;si;0;0,28
urban;1;0,1;25;luz;lluvioso;si;si;tarde;si;no;2;0,19
autopista;4;0,68;45;luz;neblina;si;no;tarde;no;si;1;0,29
urban;4;0,42;60;noche;despejado;si;si;tarde;no;no;2;0,56
urban;3;0,14;60;noche;despejado;si;si;noche;no;si;0;0,48
urban;1;0,9;60;noche;despejado;no;si;mañana;no;no;1;0,65
urban;1;0,25;45;luz;neblina;si;si;noche;si;si;3;0,28
autopista;3;0,35;60;noche;despejado;no;no;mañana;no;si;1;0,56
urban;1;0,21;60;luz;despejado;no;si;noche;si;si;1;0,23
urban;2;0,39;45;noche;lluvioso;no;no;mañana;si;si;1;0,46
rural;3;0,61;45;luz;despejado;si;si;noche;no;si;1;0,23
urban;2;0,21;60;poca_luz;lluvioso;no;no;noche;si;si;3;0,48
rural;1;0,36;45;noche;despejado;si;no;tarde;no;no;2;0,25
autopista;4;0,01;35;luz;despejado;si;si;noche;no;si;1;0
autopista;1;0,16;45;luz;lluvioso;si;si;noche;no;si;6;0,22
autopista;2;0,91;70;luz;despejado;si;si;noche;si;si;1;0,54
autopista;4;0,64;35;noche;neblina;no;si;tarde;no;no;1;0,46
rural;1;0,5;25;poca_luz;neblina;no;no;tarde;si;no;1;0,19
urban;1;0,51;60;poca_luz;despejado;no;no;noche;si;no;3;0,58
autopista;4;0,64;25;poca_luz;neblina;si;no;noche;si;no;1;0,36
urban;3;0,21;70;poca_luz;despejado;si;no;mañana;si;si;2;0,23
rural;3;0,03;25;noche;neblina;no;si;mañana;no;no;3;0,51
rural;2;0,41;35;luz;lluvioso;no;no;mañana;no;no;1;0,24
rural;4;0,91;70;luz;neblina;no;no;tarde;no;no;1;0,57
autopista;1;0,51;35;noche;neblina;si;no;tarde;no;no;3;0,54
urban;2;0,88;60;luz;despejado;si;si;noche;no;si;0;0,38
urban;4;0,13;60;noche;neblina;no;si;noche;no;no;0;0,5
urban;1;0,27;35;luz;despejado;no;no;mañana;si;no;0;0,07
rural;3;0,64;45;poca_luz;neblina;no;no;tarde;si;no;3;0,48
autopista;3;0,02;25;luz;lluvioso;si;no;noche;si;no;0;0,17
rural;1;0,15;35;luz;neblina;si;si;tarde;no;no;0;0,21
rural;3;0,11;70;luz;despejado;no;no;noche;no;si;1;0,23
urban;3;0,52;60;noche;neblina;no;si;tarde;no;no;1;0,74
rural;1;0,88;25;noche;neblina;si;no;noche;si;si;1;0,51
urban;3;0;35;poca_luz;neblina;si;si;tarde;no;no;2;0,12
autopista;1;0,06;60;noche;lluvioso;no;si;tarde;no;no;0;0,45
urban;4;0,66;70;noche;neblina;si;si;mañana;no;no;0;0,67
autopista;2;0,37;70;luz;neblina;si;si;noche;no;si;0;0,43
urban;4;0,89;60;noche;lluvioso;si;no;tarde;si;no;2;0,83
rural;1;0,54;70;luz;neblina;si;no;noche;si;no;0;0,4
rural;2;0,06;60;poca_luz;neblina;no;si;tarde;si;si;2;0,33
autopista;4;0,01;35;poca_luz;lluvioso;si;no;tarde;no;no;5;0,24
autopista;1;0,44;60;noche;lluvioso;no;si;tarde;no;si;1;0,56
autopista;1;0,4;45;poca_luz;lluvioso;si;no;noche;si;si;1;0,17
urban;4;0,48;45;luz;neblina;si;si;noche;no;no;2;0,23
urban;1;0,43;35;luz;lluvioso;no;no;mañana;si;si;2;0,22
autopista;1;0,6;70;noche;neblina;no;si;tarde;no;si;0;0,59
rural;4;0,9;45;poca_luz;despejado;si;no;noche;si;no;0;0,36
urban;1;0,76;70;poca_luz;lluvioso;no;no;noche;no;no;1;0,61
urban;4;0,53;25;noche;despejado;no;si;mañana;si;si;1;0,31
urban;2;0,53;60;poca_luz;lluvioso;si;si;tarde;no;si;0;0,48
autopista;3;0,98;45;noche;neblina;si;no;noche;no;no;1;0,59
autopista;1;0,94;25;noche;despejado;si;no;tarde;no;si;3;0,61
autopista;2;0,16;45;noche;despejado;no;no;noche;no;si;0;0,25
autopista;2;0,64;45;luz;neblina;si;si;noche;si;no;2;0,23
autopista;1;0,31;35;noche;lluvioso;no;no;mañana;si;si;1;0,41
rural;4;0,2;45;noche;neblina;si;no;noche;si;si;2;0,41
rural;1;0,94;70;poca_luz;despejado;no;si;noche;no;no;1;0,4
autopista;4;0,09;35;poca_luz;lluvioso;si;no;tarde;no;si;0;0,06
urban;1;0,03;35;luz;neblina;no;si;noche;si;no;2;0,07
autopista;2;0,47;25;noche;despejado;si;si;noche;no;no;1;0,39
rural;1;0,54;25;poca_luz;lluvioso;si;no;noche;no;si;3;0,42
rural;1;0,11;70;luz;neblina;no;no;mañana;si;si;0;0,23
urban;3;0,95;60;luz;neblina;no;no;mañana;no;no;2;0,51
rural;2;0,09;25;noche;despejado;no;no;mañana;si;no;0;0,26
autopista;1;0,72;25;noche;lluvioso;si;si;tarde;no;no;0;0,5
urban;2;0,36;25;noche;neblina;si;no;mañana;no;no;1;0,38
autopista;4;0,26;60;poca_luz;lluvioso;no;no;tarde;no;no;3;0,45
autopista;1;0,21;35;poca_luz;neblina;no;no;tarde;si;si;3;0,32
urban;1;0,18;45;noche;lluvioso;no;si;noche;no;no;2;0,41
autopista;2;0,53;45;noche;neblina;no;no;mañana;no;no;0;0,53
rural;2;0,04;70;luz;despejado;no;si;tarde;no;no;2;0,1
autopista;2;0,77;60;poca_luz;despejado;no;no;tarde;si;si;2;0,47
urban;2;0,23;70;noche;neblina;si;si;tarde;si;no;3;0,67
urban;3;0,43;70;poca_luz;lluvioso;no;no;tarde;si;no;4;0,52
urban;2;0,08;35;noche;despejado;si;si;mañana;si;si;1;0,21
autopista;1;0,47;35;noche;neblina;no;no;tarde;si;si;0;0,46
urban;1;0,63;60;noche;neblina;no;si;noche;no;si;2;0,65
urban;4;0,05;45;luz;neblina;no;no;tarde;si;si;1;0,12
autopista;2;0,87;25;noche;neblina;si;no;noche;si;no;1;0,56
rural;2;0,3;35;noche;lluvioso;si;si;mañana;no;no;2;0,37
autopista;2;0,34;60;luz;neblina;si;no;mañana;no;si;2;0,32
urban;2;0,17;45;luz;neblina;si;si;noche;si;si;1;0,25
urban;2;0,88;45;noche;despejado;si;si;mañana;no;no;2;0,5
autopista;1;0,35;25;luz;despejado;si;si;noche;si;no;3;0,23
rural;3;0,3;25;poca_luz;despejado;no;si;noche;no;si;2;0,08
urban;4;0,72;70;luz;despejado;si;no;tarde;no;si;1;0,44
urban;2;0,32;45;luz;neblina;no;no;tarde;si;no;0;0,29
urban;2;0,46;60;luz;lluvioso;si;si;tarde;si;si;0;0,39
autopista;2;1;25;poca_luz;lluvioso;no;si;mañana;no;si;1;0,37
urban;2;0,49;35;noche;despejado;si;si;noche;no;si;2;0,35
rural;3;0,46;45;luz;neblina;si;si;noche;no;no;0;0,23
urban;3;0,8;45;noche;despejado;si;no;mañana;si;si;0;0,36
urban;1;0,04;45;luz;despejado;no;si;mañana;no;si;2;0
rural;4;0,38;35;poca_luz;neblina;no;si;mañana;si;no;2;0,23
urban;2;0,7;60;luz;neblina;no;si;noche;no;no;3;0,64
autopista;2;0,91;35;noche;neblina;si;no;tarde;si;no;0;0,47
autopista;1;0,65;45;noche;lluvioso;no;no;mañana;no;no;1;0,41
autopista;4;0,53;70;luz;despejado;si;si;noche;si;no;2;0,38
rural;4;0,46;60;noche;neblina;si;no;noche;si;si;0;0,62
urban;1;0,48;70;noche;lluvioso;no;si;noche;no;si;2;0,74
autopista;2;0,47;45;poca_luz;despejado;no;si;noche;si;si;1;0,12
rural;3;0,94;60;luz;lluvioso;si;si;noche;no;no;3;0,63
urban;1;0,81;60;poca_luz;despejado;si;no;noche;no;si;0;0,43
rural;2;0,32;70;luz;neblina;si;no;noche;si;si;1;0,39
autopista;2;0,06;35;noche;despejado;si;si;noche;no;si;1;0,17
autopista;2;0,68;35;noche;despejado;no;si;noche;no;si;3;0,5
autopista;1;0,73;45;luz;lluvioso;si;si;mañana;si;si;0;0,32
rural;1;0,77;60;noche;lluvioso;si;si;tarde;no;si;1;0,72
rural;1;0,23;35;noche;lluvioso;si;si;mañana;si;no;0;0,34
autopista;2;0,64;35;luz;neblina;no;si;mañana;si;si;1;0,3
rural;1;0,64;25;poca_luz;despejado;si;no;noche;si;si;2;0,13
autopista;2;0,11;25;luz;lluvioso;no;no;noche;si;si;2;0,21
autopista;3;0,77;60;luz;neblina;si;si;noche;no;si;1;0,51
urban;3;0,59;25;luz;lluvioso;no;si;noche;no;si;1;0,23
rural;3;0,5;60;poca_luz;neblina;si;no;tarde;si;no;1;0,51
autopista;4;0,04;45;luz;neblina;no;si;mañana;no;si;3;0,16
autopista;4;0,46;70;poca_luz;despejado;si;no;mañana;no;no;2;0,34
rural;1;0,85;70;noche;neblina;no;si;tarde;no;no;2;0,75
urban;4;0,37;35;noche;lluvioso;si;si;mañana;no;no;1;0,45
urban;2;0,98;70;luz;despejado;no;si;noche;no;si;1;0,51
autopista;4;0,79;60;poca_luz;lluvioso;si;si;mañana;no;si;1;0,47
rural;1;0,82;25;poca_luz;lluvioso;no;si;tarde;no;no;2;0,48
urban;3;0,59;25;poca_luz;despejado;si;si;noche;si;no;2;0,27
rural;2;0,28;60;noche;despejado;si;si;noche;no;si;0;0,44
rural;3;0,4;60;luz;lluvioso;no;no;mañana;si;no;1;0,46
autopista;2;0,62;60;luz;lluvioso;si;si;noche;si;no;1;0,43
urban;1;0,89;60;luz;despejado;si;si;mañana;si;no;1;0,51
autopista;2;0,73;45;poca_luz;despejado;si;si;noche;si;si;1;0,2
urban;4;0,36;25;noche;lluvioso;no;si;noche;si;si;0;0,39
urban;3;0,26;45;poca_luz;lluvioso;no;si;noche;si;si;1;0,16
urban;2;0,63;45;noche;lluvioso;si;no;mañana;no;no;2;0,44
urban;4;0,08;35;poca_luz;lluvioso;si;no;tarde;no;no;2;0,15
urban;2;0,37;45;luz;lluvioso;no;no;mañana;no;no;2;0,25
rural;4;0,25;35;noche;lluvioso;si;no;mañana;si;no;2;0,37
autopista;4;0,87;45;poca_luz;neblina;si;si;tarde;si;no;0;0,42
rural;4;0,66;60;poca_luz;despejado;no;si;tarde;si;no;0;0,42
urban;3;0,12;25;poca_luz;despejado;si;no;tarde;si;si;0;0,06
autopista;3;0,51;25;poca_luz;despejado;si;no;mañana;si;no;1;0,24
urban;3;0,79;70;luz;despejado;si;no;mañana;si;si;3;0,58
autopista;4;0,11;25;noche;lluvioso;si;si;mañana;si;no;3;0,41
rural;3;0,57;25;luz;neblina;si;no;mañana;si;si;0;0,16
autopista;2;0,76;35;noche;despejado;no;si;tarde;si;si;2;0,45
autopista;4;0,21;60;luz;despejado;si;si;mañana;si;si;0;0,33
autopista;2;0,93;70;luz;lluvioso;si;si;tarde;no;si;0;0,73
autopista;3;0,55;70;poca_luz;despejado;no;no;mañana;si;si;1;0,37
autopista;2;0,63;35;luz;despejado;si;si;mañana;no;si;1;0,26
urban;3;0,35;25;luz;neblina;si;no;tarde;si;no;3;0,27
autopista;2;0,77;70;poca_luz;lluvioso;si;no;noche;si;no;2;0,56
autopista;1;0,6;45;noche;despejado;si;si;mañana;si;no;2;0,31
rural;2;0,92;60;poca_luz;lluvioso;no;no;noche;no;no;0;0,57
autopista;4;0,48;70;poca_luz;lluvioso;si;si;noche;si;no;1;0,4
rural;3;0,61;25;luz;lluvioso;no;si;noche;no;no;4;0,42
urban;4;0,58;25;luz;neblina;no;si;tarde;si;no;0;0,26
autopista;1;0,58;25;luz;neblina;si;si;mañana;si;no;3;0,39
rural;1;0,71;35;luz;lluvioso;si;no;noche;si;no;1;0,35
rural;4;0,1;25;luz;lluvioso;no;no;noche;no;no;1;0,15
urban;3;0,6;35;poca_luz;lluvioso;si;no;mañana;si;no;0;0,26
autopista;3;0,42;60;poca_luz;neblina;no;si;mañana;si;si;0;0,46
autopista;2;0,45;25;luz;neblina;no;si;mañana;no;si;2;0,2
rural;2;0,43;45;noche;lluvioso;si;no;noche;no;no;3;0,52
autopista;1;0,11;35;poca_luz;neblina;no;si;mañana;no;no;1;0,13
rural;4;0,01;60;noche;lluvioso;si;no;tarde;si;no;0;0,56
autopista;2;0,11;60;poca_luz;neblina;si;no;mañana;si;no;2;0,35
rural;2;0,44;45;luz;lluvioso;no;si;mañana;si;no;2;0,29
autopista;2;0,38;45;luz;neblina;no;si;noche;si;no;1;0,19
urban;1;0,14;45;poca_luz;lluvioso;si;si;mañana;no;si;2;0,15
autopista;2;0,72;35;noche;lluvioso;si;no;mañana;si;si;0;0,52
autopista;2;0,71;35;noche;neblina;si;no;noche;no;no;1;0,56
urban;3;0,91;45;luz;despejado;si;no;mañana;si;si;3;0,38
autopista;1;0,85;60;poca_luz;despejado;si;no;noche;no;si;3;0,65
urban;3;0,83;25;poca_luz;lluvioso;no;si;noche;no;no;4;0,44
autopista;1;0,8;60;luz;neblina;si;si;noche;si;no;0;0,52
rural;3;0,88;70;luz;lluvioso;si;si;tarde;no;no;0;0,46
rural;3;0,51;70;luz;despejado;no;si;tarde;no;si;1;0,34
autopista;3;0,08;25;luz;lluvioso;no;no;mañana;no;no;0;0,15
autopista;3;0,57;35;noche;lluvioso;si;si;noche;si;si;2;0,45
autopista;2;0,85;35;noche;lluvioso;si;no;mañana;no;si;3;0,74
rural;4;0,09;60;poca_luz;despejado;si;no;mañana;si;no;1;0,28
autopista;2;0,82;70;poca_luz;neblina;no;no;tarde;no;si;4;0,68
rural;2;0,14;60;poca_luz;lluvioso;si;no;noche;si;si;4;0,45
urban;3;0,03;45;luz;lluvioso;si;no;noche;si;si;0;0,1
rural;1;0,7;70;poca_luz;neblina;no;no;noche;si;si;3;0,58
rural;1;0,65;35;poca_luz;lluvioso;si;no;noche;si;no;1;0,3
urban;4;0,88;60;noche;lluvioso;si;no;noche;si;no;1;0,77
rural;3;0,66;35;noche;lluvioso;no;si;noche;si;no;0;0,42
autopista;3;0,26;60;poca_luz;lluvioso;si;si;mañana;si;si;1;0,38
autopista;4;0,92;60;poca_luz;despejado;si;si;mañana;no;si;1;0,44
rural;2;0,9;60;luz;despejado;no;no;tarde;si;no;2;0,61
autopista;3;0,94;70;luz;neblina;no;si;tarde;no;si;0;0,62
rural;4;0,74;60;poca_luz;lluvioso;si;si;tarde;no;si;0;0,52
autopista;2;0,87;35;poca_luz;lluvioso;no;si;mañana;no;no;3;0,43
autopista;2;0,24;25;noche;lluvioso;no;si;noche;si;no;1;0,35
rural;3;0,59;60;poca_luz;lluvioso;si;si;tarde;no;si;1;0,49
autopista;1;0,27;35;noche;lluvioso;no;no;mañana;no;no;3;0,52
rural;4;0,33;25;noche;neblina;no;si;mañana;no;si;3;0,51
autopista;1;0,83;60;luz;lluvioso;no;no;tarde;si;no;1;0,56
autopista;4;0,71;70;poca_luz;despejado;no;no;noche;no;si;1;0,38
urban;3;0,93;45;luz;lluvioso;no;no;mañana;no;no;0;0,31
urban;2;0,78;70;poca_luz;neblina;no;no;tarde;si;no;2;0,47
rural;2;0,29;25;luz;neblina;si;no;noche;no;si;3;0,3
urban;1;0,88;70;luz;neblina;no;si;noche;si;no;0;0,52
rural;2;0,08;70;poca_luz;despejado;si;no;noche;no;no;3;0,4
urban;1;0,08;60;noche;neblina;si;no;noche;si;si;1;0,51
autopista;3;0,27;70;poca_luz;despejado;no;si;tarde;si;si;1;0,28
rural;4;0,81;60;poca_luz;neblina;si;si;tarde;si;si;1;0,56
rural;3;0,93;60;luz;despejado;si;si;mañana;no;no;3;0,56
autopista;2;0,65;70;noche;neblina;no;no;noche;no;si;2;0,62
rural;3;0,93;60;noche;lluvioso;si;no;noche;si;si;2;0,8
rural;3;0,6;45;luz;neblina;no;si;mañana;no;no;2;0,24
urban;2;0,93;25;poca_luz;lluvioso;si;si;noche;si;si;3;0,47
rural;2;0,42;60;luz;despejado;no;si;tarde;no;no;2;0,27
autopista;1;0,97;60;luz;lluvioso;no;no;tarde;no;si;1;0,53
urban;4;0,21;70;poca_luz;lluvioso;no;no;tarde;no;no;3;0,45
urban;3;0,23;60;poca_luz;neblina;si;si;tarde;si;no;2;0,34
autopista;3;0,24;70;luz;lluvioso;si;si;mañana;no;no;2;0,39
autopista;2;0,17;25;poca_luz;lluvioso;no;no;tarde;no;si;1;0,17
urban;4;0,51;35;poca_luz;lluvioso;si;no;noche;no;no;4;0,31
rural;3;0,54;70;poca_luz;lluvioso;si;si;noche;no;si;1;0,5
urban;1;0,78;45;noche;neblina;si;no;noche;no;no;2;0,53
autopista;1;0,31;45;poca_luz;lluvioso;si;no;tarde;si;si;1;0,23
urban;2;0,91;35;luz;neblina;no;si;mañana;si;si;4;0,44
autopista;3;0,83;25;luz;neblina;no;si;tarde;no;no;1;0,4
urban;1;0,75;45;poca_luz;neblina;no;si;noche;si;no;2;0,4
rural;3;0,98;60;poca_luz;neblina;no;no;mañana;si;si;1;0,59
urban;2;0,03;35;poca_luz;neblina;no;no;tarde;si;si;1;0,15
urban;2;0,99;70;noche;neblina;no;si;tarde;no;no;0;0,86
autopista;4;0,23;25;poca_luz;lluvioso;no;no;noche;si;no;1;0,12
autopista;3;0,04;25;poca_luz;lluvioso;no;no;noche;no;si;2;0,12
autopista;1;0,45;35;poca_luz;neblina;no;si;tarde;si;no;1;0,23
urban;2;0,69;70;noche;neblina;si;si;noche;si;no;3;0,8
rural;3;0,3;70;poca_luz;lluvioso;no;no;noche;no;no;1;0,42
autopista;3;0,45;35;noche;despejado;si;no;tarde;no;si;2;0,35
autopista;1;0,24;70;noche;neblina;si;no;mañana;no;no;2;0,71
urban;2;0;70;luz;lluvioso;si;si;noche;no;no;0;0,33
autopista;4;0,89;25;poca_luz;despejado;si;si;tarde;si;no;0;0,28
rural;3;0,36;60;luz;neblina;no;no;noche;si;no;3;0,47
rural;2;0,15;60;poca_luz;despejado;no;no;tarde;si;si;1;0,2
autopista;4;0,39;25;noche;despejado;no;no;mañana;si;si;1;0,39
autopista;2;0,01;60;poca_luz;lluvioso;si;si;tarde;no;si;3;0,47
urban;2;0,08;35;poca_luz;despejado;no;no;mañana;si;si;1;0,02
rural;3;0,56;60;noche;lluvioso;si;no;noche;no;si;2;0,65
rural;3;0,23;35;poca_luz;despejado;no;si;mañana;si;no;1;0,12
autopista;1;0,66;25;luz;neblina;si;no;noche;si;si;2;0,28
urban;1;0,45;70;noche;lluvioso;no;si;mañana;no;no;0;0,64
rural;2;0,07;25;poca_luz;lluvioso;no;no;noche;si;no;2;0,12
rural;3;0,53;70;poca_luz;lluvioso;no;si;noche;no;no;3;0,51
urban;2;0,63;45;noche;despejado;no;no;noche;si;si;4;0,44
urban;3;0,56;60;noche;neblina;no;no;tarde;no;si;1;0,77
rural;4;0,26;25;luz;despejado;no;si;tarde;no;si;3;0,2
rural;3;0,03;70;poca_luz;despejado;si;no;noche;no;no;2;0,35
urban;2;0,42;70;noche;lluvioso;si;no;noche;no;si;3;0,82
rural;1;0,66;35;luz;neblina;no;no;tarde;si;si;2;0,33
autopista;3;0,07;45;luz;despejado;si;no;tarde;si;no;1;0
autopista;2;0,92;25;noche;lluvioso;si;si;mañana;no;si;1;0,57
urban;4;0,34;35;noche;lluvioso;si;no;tarde;si;si;2;0,37
urban;1;0,35;60;luz;lluvioso;no;si;mañana;no;no;2;0,39
urban;1;0,33;45;poca_luz;lluvioso;si;si;noche;no;si;3;0,35
autopista;4;0,9;70;poca_luz;despejado;no;no;mañana;si;si;2;0,57
rural;3;0,95;45;luz;despejado;si;si;tarde;si;si;2;0,41
autopista;4;0,89;45;luz;lluvioso;no;si;noche;si;no;2;0,37
rural;2;0,79;25;noche;neblina;no;no;tarde;si;si;1;0,58
autopista;4;0,26;45;poca_luz;despejado;no;si;tarde;no;no;0;0,06
rural;1;0,74;35;luz;despejado;si;si;mañana;no;si;3;0,25
autopista;3;0,29;45;luz;neblina;si;no;tarde;no;no;0;0,28
urban;2;0,38;35;noche;despejado;no;si;tarde;no;si;2;0,31
autopista;3;0,14;35;poca_luz;neblina;si;si;mañana;no;no;2;0,19
rural;4;0,53;25;noche;despejado;no;no;noche;si;no;2;0,3
autopista;4;0,81;25;luz;lluvioso;no;si;mañana;no;si;1;0,24
autopista;2;0,68;25;luz;despejado;no;no;mañana;no;no;3;0,31
autopista;4;0,38;60;luz;despejado;si;no;noche;si;si;2;0,31
urban;3;0,67;25;noche;lluvioso;si;no;mañana;si;no;0;0,59
autopista;4;0,63;25;luz;despejado;si;si;mañana;si;si;1;0,21
urban;3;0,54;35;luz;despejado;no;si;tarde;no;no;0;0,15
urban;4;0,27;70;poca_luz;neblina;no;no;tarde;si;no;1;0,33
autopista;2;0,03;25;noche;despejado;no;no;tarde;si;si;2;0,26
autopista;3;0,04;35;noche;neblina;no;no;noche;si;si;1;0,28
autopista;2;0,95;45;poca_luz;lluvioso;no;si;noche;si;si;1;0,33
rural;1;0,87;70;luz;despejado;si;no;tarde;si;si;0;0,38
autopista;1;0,24;60;noche;neblina;no;si;noche;no;si;4;0,69
urban;4;0,19;70;luz;neblina;si;no;mañana;si;no;2;0,29
autopista;3;0,3;35;noche;lluvioso;si;no;mañana;si;si;1;0,37
rural;4;0,57;45;poca_luz;neblina;si;si;noche;si;si;1;0,34
autopista;2;0,02;60;noche;lluvioso;si;si;mañana;si;si;0;0,6
rural;4;0,89;45;poca_luz;despejado;si;no;mañana;no;si;1;0,32
rural;1;0,77;45;noche;despejado;si;no;mañana;si;si;0;0,44
autopista;2;0,53;25;poca_luz;lluvioso;si;si;tarde;si;no;1;0,28
urban;1;0,87;25;noche;despejado;si;si;tarde;si;si;1;0,42
rural;2;0,55;60;noche;lluvioso;no;no;tarde;si;si;2;0,71
autopista;2;0,09;35;luz;lluvioso;no;no;mañana;no;no;2;0,14
autopista;1;0,56;35;poca_luz;neblina;no;si;tarde;si;si;3;0,44
urban;4;0,48;25;luz;despejado;no;si;tarde;no;no;4;0,25
rural;1;0,69;25;poca_luz;neblina;no;si;noche;si;no;2;0,33
rural;3;0,35;45;poca_luz;despejado;si;no;tarde;si;si;3;0,14
autopista;2;0,36;60;luz;lluvioso;no;si;noche;si;si;1;0,43
autopista;3;0,94;70;luz;despejado;si;no;mañana;si;no;0;0,5
urban;1;0,92;70;luz;lluvioso;no;no;tarde;no;no;1;0,57
urban;1;0,9;60;luz;neblina;no;si;noche;si;no;0;0,53
rural;4;0,41;60;poca_luz;despejado;si;si;mañana;si;no;1;0,26
rural;2;0,75;35;poca_luz;lluvioso;no;no;noche;no;si;3;0,35
autopista;4;0,94;60;noche;despejado;no;no;mañana;no;no;1;0,61
rural;2;0,97;45;noche;lluvioso;si;si;noche;no;si;1;0,62
urban;1;0,24;70;luz;lluvioso;si;si;mañana;no;si;0;0,31
urban;3;0,21;25;poca_luz;neblina;no;no;noche;si;no;0;0,18
autopista;2;0,5;70;poca_luz;lluvioso;si;no;mañana;si;si;0;0,52
urban;2;0,87;70;poca_luz;lluvioso;si;si;noche;no;no;1;0,57
urban;3;0,53;70;luz;neblina;si;no;noche;si;si;4;0,58
urban;1;0,79;45;luz;neblina;si;no;tarde;si;si;3;0,29
urban;1;0,47;45;noche;lluvioso;no;no;mañana;no;no;1;0,44
autopista;1;0,75;35;luz;neblina;no;no;mañana;no;no;1;0,39
autopista;4;0,27;35;poca_luz;despejado;no;si;noche;si;si;3;0,15
rural;1;0,82;45;poca_luz;lluvioso;no;si;mañana;si;si;1;0,29
urban;3;0,8;35;poca_luz;despejado;si;no;mañana;si;no;1;0,18
rural;4;0,22;25;luz;lluvioso;no;si;tarde;si;no;1;0,17
autopista;1;0,87;70;poca_luz;despejado;si;no;noche;no;no;3;0,54
autopista;2;0,12;25;luz;neblina;si;no;mañana;no;si;5;0,22
autopista;2;0,77;60;noche;neblina;si;no;noche;si;si;1;0,71
autopista;2;0,85;70;poca_luz;despejado;no;no;mañana;si;si;2;0,47
autopista;3;0,83;60;poca_luz;despejado;si;si;tarde;si;si;2;0,44
autopista;3;0,24;60;poca_luz;lluvioso;si;si;mañana;no;si;1;0,32
autopista;2;0,08;35;poca_luz;neblina;no;no;noche;no;no;1;0,07
urban;4;0,03;25;poca_luz;lluvioso;no;si;tarde;si;si;1;0,08
rural;1;0,02;60;noche;lluvioso;no;no;mañana;no;si;2;0,49
autopista;1;0,51;70;luz;neblina;si;no;noche;no;no;2;0,43
urban;1;0,2;25;noche;neblina;no;no;tarde;no;si;2;0,36
